Gene Name	log2FoldChange	pvalue	padj
SLC9A4	-4.049038554	0.000264653	0.007670018
FDPS	2.148807907	0.000265799	0.007671949
PLD3	-1.470187163	0.000266761	0.007671949
ALMS1P1	1.779274492	0.000266766	0.007671949
APOBEC3C	-3.639471369	0.000267164	0.007671949
TMEM201	-1.12009114	0.000267175	0.007671949
LINC00632	3.736576253	0.000271404	0.007727521
PCDHGB6	2.132684359	0.000271564	0.007727521
ANKRD34C-AS1	-1.694780407	0.000272273	0.007727521
TMEM87A	-1.292347636	0.000272409	0.007727521
LINC00343	1.238208615	0.00027242	0.007727521
POLD2	-1.589208876	0.000272577	0.007727521
LOC100134040	1.750423619	0.000272993	0.007727521
SLC35F1	1.713179807	0.000273421	0.007727521
TNFRSF1A	4.764804026	0.000273562	0.007727521
TBC1D15.1	0.981301643	0.000274698	0.007745577
CDH2	-3.018804067	0.000276553	0.007783856
PCDHB14	1.476902804	0.000277137	0.007786264
DNASE2	-2.24697211	0.000277923	0.00779431
CNR1	3.470556266	0.0002787	0.00780209
GRTP1	1.155713919	0.000281623	0.007842986
GPR157	-1.756262422	0.000281735	0.007842986
AGRN	-2.307523925	0.000282334	0.007842986
RBM14	-1.408162416	0.000282996	0.007842986
ROPN1L-AS1	-1.416800014	0.000283138	0.007842986
MPP2	2.593192704	0.000283173	0.007842986
HSF2	2.297017149	0.000284858	0.007844373
GPS1	-1.961880132	0.000284874	0.007844373
PRKAR2B	2.186991636	0.0002854	0.007844373
CCL3L3	-2.136564332	0.000285705	0.007844373
THBS4-AS1	-4.817061958	0.000285864	0.007844373
BMS1P14	1.352594233	0.000286236	0.007844373
NF2	2.732568607	0.000288596	0.007895185
MIR1271	1.905117323	0.000291962	0.007971205
RGPD5	1.991669777	0.000292395	0.007971205
BTBD6	1.510564456	0.000293961	0.007999926
PIP4K2B	-2.240755439	0.000294584	0.008002945
SIN3B	-1.320173988	0.000295228	0.008006529
CASP3	-2.469917441	0.000297331	0.008049589
C16orf91	-1.533153003	0.000299943	0.008098226
EIF4EBP2	1.489350805	0.000300403	0.008098226
AURKB	-2.213073538	0.000301093	0.008098226
HTRA1	3.061867831	0.000301202	0.008098226
TEX22	-2.564220928	0.00030446	0.008153534
LOC105378586	-2.005314864	0.000304996	0.008153534
STEEP1	-1.029029346	0.000305036	0.008153534
LOC401478	-3.424879194	0.000305714	0.008153534
CLDN2	-2.78149032	0.000306645	0.008153534
DIAPH2	3.353945944	0.000306734	0.008153534
LOC100287846	0.795363091	0.000306912	0.008153534
ADNP2	-2.174822019	0.000309123	0.008191393
WNT10A	-2.700636661	0.000309386	0.008191393
ZFAND3	2.135666548	0.000311757	0.008240202
UNC13C	3.355454896	0.000313429	0.008270388
CEP85L	2.100056481	0.000314891	0.008292955
GMCL2	-0.758396548	0.000315346	0.008292955
GNS	3.183555884	0.000316194	0.008301291
UTRN	1.952880466	0.00031859	0.008338046
SLC10A3	-1.040149007	0.000318662	0.008338046
FLJ42627	-5.251976672	0.000319255	NA
MZT2B	-2.278168063	0.000320214	0.008364647
CTSF	-0.685025103	0.00032292	0.008421256
LOC101927815.1	1.845585659	0.000324155	0.008421353
PPP2R3A	1.671832362	0.00032422	0.008421353
MIR100HG	-2.43188888	0.000324976	0.008421353
LYZ	1.426936372	0.00032508	0.008421353
TRIM2	-2.21588855	0.000325818	0.008426494
RGPD2	2.380967938	0.000326809	0.008427045
RNF126	-2.512476087	0.000327357	0.008427045
SC5D	-2.802671185	0.000327458	0.008427045
MIA	-2.814581245	0.000328759	0.008446628
FKBP5	-2.003069105	0.000330104	0.008467252
PPP2R5C	-1.656370858	0.000330838	0.008472174
RHOU	2.603989755	0.000332143	0.008478875
SMC1A	-2.260032991	0.000332186	0.008478875
SLC25A22	-2.562988021	0.000333408	0.008484825
LEO1	-2.494263653	0.000333505	0.008484825
PRPF19	-1.00115501	0.00033442	0.008493538
SPIN4-AS1	1.122206759	0.000334935	0.008493538
COX11	-4.838636289	0.000338055	NA
MFSD14C	-2.163677907	0.000338272	0.008564254
KSR2	1.380650249	0.000339095	0.008571202
SMG1P7	2.063100207	0.000340014	0.008580543
HLA-J	-3.280699283	0.000341186	0.00859331
GJC1	1.865550284	0.00034162	0.00859331
PRKAR1B.1	-2.948274803	0.00034406	0.008623072
MAFK	-0.772853989	0.000344191	0.008623072
CELF5	-1.223926697	0.000344459	0.008623072
CELF5.1	-0.911085597	0.000346597	0.00866271
ZNF260	-1.06379325	0.000348355	0.008662983
MBD3	-1.12188513	0.000348504	0.008662983
ARFGEF2	-2.078053093	0.000349129	0.008662983
POLRMT	-3.408293628	0.000349229	0.008662983
SPINK9	1.390590316	0.000349461	0.008662983
RBM18	3.240572988	0.000349935	0.008662983
TFF3	-1.884009643	0.000351265	0.008682142
CYC1	-0.900538649	0.000352521	0.008699411
CEP170	2.362044786	0.000354876	0.008743715
ERG28	-3.142100141	0.000355655	NA
DUSP15.1	-3.535877008	0.000357446	0.008793164
LOC644189	-3.020788814	0.000358263	0.008798015
CLDN15	-1.107348232	0.000358769	0.008798015
CSMD2	2.156483814	0.00036081	0.008834195
CELF2.1	2.491981018	0.000363289	0.008872878
EIF3G	-3.050430164	0.000364238	0.008872878
C3orf70	-1.123312051	0.000364602	0.008872878
CABP7	3.111816329	0.000364662	0.008872878
TSPOAP1-AS1	-1.750057092	0.00036684	0.008911987
DMXL1	2.302130047	0.000370375	0.008983898
THOP1	-3.042629821	0.000371702	0.009002115
LCLAT1	-1.573520885	0.00037369	0.009016113
PPP1R1B	-3.334394607	0.000374159	0.009016113
FHOD3	2.312134404	0.000374669	0.009016113
PKD1L1	-2.436161411	0.000374897	0.009016113
KHDC1	-1.635089147	0.000375166	0.009016113
PLEKHA2	-1.795102018	0.000377973	0.009064735
ARPP21	1.839433499	0.00037835	0.009064735
PDE10A	1.404966482	0.000379774	0.009084922
CMBL	1.500034079	0.00038103	0.009101032
SPDYE16	-1.748410692	0.000382827	0.009127621
SLC44A5	3.127848474	0.000383388	0.009127621
DPH3P1	-2.010878904	0.000383896	0.009127621
SNORD141B	1.514996608	0.000388204	0.009216013
NSD3	1.43661182	0.000389345	0.009229071
MIR6791	-1.955385024	0.000390575	0.009244211
ACTG1P20	-1.508104328	0.000391604	0.009254521
HLA-B	-2.883764946	0.000393222	0.009270487
AMOTL2	-1.008993388	0.000393466	0.009270487
ZNF22-AS1	-1.715360415	0.000394503	0.009278752
WARS1	1.209413231	0.000395005	0.009278752
EIF3D	-3.003254408	0.000396045	0.009289097
FDFT1	-2.378383942	0.000396634	0.009289097
PRSS50	-2.756124517	0.000397344	0.009291787
CBLB	3.66193364	0.00039803	NA
HERC2P9	1.266386291	0.000399388	0.009305677
TIAM2	4.462176124	0.000399579	0.009305677
KIAA0586	1.776560173	0.000400251	0.009305677
UXT-AS1	1.771761472	0.000400321	0.009305677
HPCAL1.1	-3.773465981	0.000405129	0.009403438
CALM2	1.191209523	0.000408331	0.009430137
SLC9A9	1.850881755	0.000408742	0.009430137
SRRM3	2.570457192	0.00041004	0.009430137
TSNAXIP1	-0.998767511	0.000411269	0.009430137
KCNG1	-2.894115627	0.000411559	0.009430137
PANX3	3.907145175	0.000411583	NA
PPP2R5C.1	-1.538729098	0.000412878	0.009430137
PRTN3	-1.39693532	0.000413029	0.009430137
FSTL3	-1.256243588	0.000413607	0.009430137
DMRT3	-2.73503397	0.00041367	0.009430137
PCDHB15	1.961024625	0.000414074	0.009430137
TDRKH-AS1	2.208853833	0.000414261	0.009430137
C14orf132	-1.042387822	0.000414568	0.009430137
SLC9A6	1.287486306	0.000415132	0.009430137
ZNF544	1.964826032	0.000415715	0.009430137
REST	-3.266505184	0.000415759	0.009430137
ZC3H6	-2.589764387	0.000415938	0.009430137
RAD52	-3.235465917	0.000417906	0.009450411
ZFYVE19	-1.434571796	0.000418042	0.009450411
PERP	-2.27950367	0.000419584	0.009471559
FUT8	3.481042252	0.000420971	NA
CDH7	1.66944979	0.000422147	0.009474752
ABCD3	-1.866085534	0.000423014	0.009474752
CHMP1B	-0.859891559	0.000423073	0.009474752
MIR6867	-2.577134334	0.000423123	0.009474752
LINC02298	-0.822695165	0.000424156	0.009474752
SPAG16	1.334291527	0.000424179	0.009474752
ZDHHC6	2.284356327	0.000424479	0.009474752
DRD5	-1.773732055	0.000424578	0.009474752
HBZ	-1.599155772	0.000426169	0.0094967
HIF1A-AS3	-3.755785897	0.000427253	0.009498779
CLEC2D	3.922412302	0.000427836	NA
SPTBN5	1.915683879	0.000428466	0.009498779
JMJD7	-3.097272938	0.000428544	0.009498779
EPHA8	1.810940756	0.000428695	0.009498779
FAM53A	3.719099592	0.000429383	NA
BRI3BP	1.083086825	0.000430639	0.00952834
RAB26	-3.042026605	0.000432377	0.009553267
PDE4A	-1.153316509	0.000434141	0.009578687
SNRPD2	-0.955569018	0.00043604	0.009585001
NAT16	-3.123064714	0.00043608	0.009585001
CROCCP3	1.462100713	0.000436511	0.009585001
C1orf226	2.307777656	0.00043704	0.009585001
SLIT3-AS2	1.489490047	0.000437495	0.009585001
SNORD30	3.565892338	0.000437703	NA
ADGRF5	-3.995746827	0.000438253	NA
HTR1D	2.792120753	0.00043868	0.009597503
GPR180	2.295424341	0.000439714	0.009606684
AHCYL2	-1.997073865	0.000441666	0.009633881
SPEF1	-1.153227273	0.000442193	0.009633881
EIF2D	-2.867397534	0.000443046	0.009639024
RAB40C	-1.218504677	0.000444541	0.009658102
ZBTB18	3.591585358	0.000448234	0.009724808
SH3BGRL	1.579859385	0.000451071	0.009772797
CHL1	1.559709751	0.000454066	0.009820825
LINC02550	1.983026365	0.000454546	0.009820825
SPIDR	-1.789367542	0.000455664	0.009831384
INTS12	1.866022393	0.000458935	0.009888303
DAB2IP	-0.650296099	0.000464257	0.009984067
EFHC1	1.562530711	0.000464658	0.009984067
POLR1F	-5.026259792	0.000468327	NA
EPHA7	3.459099154	0.000468474	NA
SPATA21	-1.188888861	0.000468512	0.010053054
HNRNPA3P1	1.478909973	0.000469815	0.010062146
NCRNA00250	1.963754542	0.000470636	0.010062146
RNPS1	-1.273298613	0.000470868	0.010062146
TCP1	1.867103348	0.000474816	0.010120098
NXPH2	2.589194685	0.000475412	0.010120098
NEFH	-1.975909405	0.000475523	0.010120098
PLXND1	-2.613935333	0.00047695	0.01013665
PRPH	1.927987392	0.000481676	0.010223185
C1orf146	1.29845489	0.000498174	0.010526095
APC2	-1.170293353	0.00049834	0.010526095
GCAT	-1.643653313	0.00049852	0.010526095
RTL8A	-1.427997644	0.000498644	0.010526095
C1QTNF12	-1.277991267	0.000499334	0.010526455
TECPR2	-3.42025347	0.00050023	NA
SDF4	-2.035391943	0.000501138	0.01055023
GOLIM4	-2.991782612	0.000503847	0.010592993
ZFR2	-4.379347475	0.000506281	NA
LOC105371795	-2.686433018	0.000508135	0.010668789
ESAM	-0.871970875	0.00050933	0.010679522
INHBE	-2.018458795	0.000511307	0.010703452
NAT8B	1.42084591	0.000511842	0.010703452
LOC100130111	-4.375964023	0.000513134	NA
ZDHHC8P1	1.295480662	0.000513394	0.010721565
APLNR	-2.425440694	0.000514134	0.010721916
CTSA	-2.177873704	0.00051496	0.010721916
LOC105374338	-1.672537691	0.00051547	0.010721916
RNF6	2.292930472	0.000516601	0.010731156
FAM20A	1.621403191	0.000518192	0.010749901
ELL	-2.273376474	0.000521248	0.010798968
SREBF2	-0.987792075	0.000523325	0.010827635
KIF3B	2.616393198	0.000530111	0.01095353
LGI2	-3.714197886	0.00053285	0.010964583
UNC79	-4.911565997	0.000533381	0.010964583
CSNK1A1	2.58676394	0.000533425	0.010964583
DHRS7B	-2.086541107	0.000533454	0.010964583
MTERF4	-4.047099389	0.000535384	NA
CCDC158	-2.531647037	0.000539738	0.011079176
GPR148	-4.813030293	0.0005403	NA
SLC4A3	-1.009906636	0.000542521	0.011108288
PDLIM5	1.680895219	0.000543068	0.011108288
LSM12	-1.343517524	0.000544742	0.011108288
TPRN	-1.013817968	0.000544865	0.011108288
ERVK13-1	-3.004639972	0.000545077	0.011108288
NBEAP1	-2.852247592	0.000545636	0.011108288
CPT1C	-1.275181884	0.000546134	0.011108288
MRPL23	-2.634612577	0.000547402	0.011118378
MINCR	-0.832106225	0.000548054	0.011118378
ZMYND19	-1.895297217	0.000548967	0.011122461
MFAP4	-1.267513387	0.000549887	0.011126667
WIPF2	-1.495145826	0.000551285	0.011140527
SLC36A1	-2.769530191	0.000553189	0.011164559
DCTN4	-2.365277093	0.000553959	0.011165673
PHF12	-1.680475568	0.000559308	0.011258951
ZNF792	1.596460335	0.000561771	0.011293983
ARHGEF4	-1.527504054	0.000571683	0.011478492
FER1L6-AS2	-2.701597911	0.000575164	0.01153356
PEX14	-1.115483747	0.000578239	0.011580349
H3-4	-2.146830103	0.00058126	0.011625941
MIR6783	3.711168217	0.000585374	NA
FPGT	1.240357697	0.000588005	0.011741209
MIR4664	-1.14210758	0.000588526	0.011741209
CSNK1G2	-0.866349747	0.000591142	0.011758531
FTSJ3	-1.205732413	0.000591791	0.011758531
SNORA11	1.664011881	0.000592159	0.011758531
IRGM	-2.250489922	0.000593082	0.011758531
CX3CR1	-2.644254954	0.000593585	0.011758531
DNAAF4-CCPG1	-1.200985874	0.000593911	0.011758531
ITGA5	2.014775827	0.000598997	0.011823181
GNA13	3.293969338	0.000599151	NA
KHK	-1.58628964	0.000599175	0.011823181
CD74	-2.139490101	0.000599447	0.011823181
ZNF581	-0.735343722	0.000600553	0.011830053
ZNF766	1.226696709	0.000603398	0.011846847
CILK1	3.934222064	0.000603829	0.011846847
SLC16A7	-1.067289212	0.00060475	0.011846847
BCAP31	-2.361116177	0.000606103	0.011846847
UBXN1	1.379896825	0.000606774	0.011846847
FNDC10	-1.038017648	0.000607115	0.011846847
NUP210L	1.003188519	0.000607344	0.011846847
HUWE1	-2.40652868	0.000607472	0.011846847
USB1	-1.168603475	0.000612716	0.011922975
PITPNA	-2.665385872	0.000612902	0.011922975
RASGRP2	-1.667034745	0.000616252	0.011973228
UICLM	-3.737855515	0.000616707	NA
HOMER3	-1.732019744	0.000623471	0.012098427
DLGAP2	-3.52556309	0.000625669	0.012117021
ACTG1	-2.093155299	0.000627271	0.012117021
GFY	-1.868790423	0.000627606	0.012117021
COMMD5	1.407279379	0.000628131	0.012117021
C19orf81	-2.146587693	0.000628307	0.012117021
HBEGF	-2.432678772	0.000630407	0.01214253
MRGPRE	3.444755947	0.000632839	NA
THOC3.1	-2.128544664	0.000635262	0.012198869
HDAC2.1	2.100012252	0.000635585	0.012198869
PLEKHG5	-2.603123506	0.000635675	0.012198869
RAB3GAP1	-4.086494648	0.000637292	NA
TRIM67-AS1	-1.841873225	0.000637861	0.0122258
STRN4	-2.712888471	0.000639275	0.012237895
SMDT1	-2.028171072	0.00064245	0.012278683
MESD	-2.772641871	0.000643414	0.012278683
LHPP	1.187980202	0.000643764	0.012278683
PPP1R18	3.052743027	0.000647822	0.012341013
UBQLN2	1.784627515	0.000648713	0.012342935
EIF2S3	0.988101398	0.000650535	0.012362531
COA8	-0.946902193	0.000652027	0.01237583
NDUFB5	1.566144943	0.000661168	0.012523172
CTC1	-0.911624707	0.000661393	0.012523172
RNF144B	1.929877023	0.000663402	0.012531369
MYDGF	-1.560472338	0.00066343	0.012531369
SLC25A29	-2.36671107	0.000665404	0.012531788
RSU1	-1.555669689	0.000665707	0.012531788
KEAP1	-0.822155415	0.000665859	0.012531788
DPYSL3	3.056072268	0.000666968	0.012537551
GOLGA6L5P	1.341295708	0.000672145	0.012619692
LSM5	1.468159639	0.000674071	0.012634128
HEAT2	1.925502744	0.000674532	0.012634128
MEF2C	3.773355165	0.000679073	0.012703955
CBY3	1.610803059	0.000680624	0.012717677
PRKAR1B.2	-2.730952462	0.000681839	0.012717677
GPC1	-2.96502466	0.000682249	0.012717677
B3GNT5	-2.652751387	0.000684184	0.012738537
KCNK4	-2.375034873	0.00068602	0.012757527
SEMA6A-AS2	1.309806588	0.000687066	0.012761774
RPL23AP7	1.825395866	0.000690912	0.012817983
RP2	-1.931587893	0.000691919	0.012817992
RGS3	2.942781191	0.000693076	NA
WDR24	-1.353569165	0.000693816	0.012817992
ATG7	-3.17916159	0.000694238	0.012817992
TMPRSS11D	2.441656058	0.000694272	0.012817992
CCDC78.1	-2.652645843	0.000695016	0.012817992
TRAF1	1.073179097	0.000696106	0.012822968
ZNF599	-0.852993344	0.000698187	0.012846142
BAG2	1.585045735	0.000699053	0.012846946
MOV10L1	-1.521207352	0.000701806	0.012865243
CFLAR	0.980314774	0.000703181	0.012865243
COA6	-1.188726077	0.00070391	0.012865243
NPPB	-1.288043469	0.00070448	0.012865243
UNC13A	-1.53605045	0.000704655	0.012865243
HAUS7	-1.648266485	0.000706832	0.012865243
FAM204A	-2.569935737	0.000707207	0.012865243
FBRSL1	-1.121939107	0.000707314	0.012865243
TVP23B	1.877667766	0.00070878	0.012865243
ESPNP	-2.152949745	0.000709451	0.012865243
TVP23A	-3.130811358	0.000710218	0.012865243
ANKRD36B	1.611538511	0.000710492	0.012865243
KCNIP3	-2.13483557	0.000710755	0.012865243
LOC112268117	1.509816752	0.000713025	0.012891387
ZNF362	-3.240821344	0.000714793	0.012908414
MIR1257	-1.530477024	0.000716807	0.01292984
ATP4B	-4.502707877	0.000717287	NA
APPL1	3.467918593	0.000718795	0.012937414
GPRC5C	3.888540443	0.000718811	NA
GPM6A	2.914650824	0.000720718	0.012937414
SLC15A3	-2.089770546	0.000721076	0.012937414
INKA2	-2.137478923	0.000721808	0.012937414
RMST	-2.101282418	0.000722066	0.012937414
KIF23-AS1	1.752303777	0.000722196	0.012937414
PDGFB	-0.814996035	0.000724139	0.012948481
FLJ42969	1.570188962	0.000724472	0.012948481
ACAT2	1.077988643	0.000727343	0.012984934
ACOT11	-2.850206611	0.000729368	0.01298728
RNF43	-2.106274172	0.000729774	0.01298728
PRKD3	1.303792824	0.000730553	0.01298728
DBH-AS1	-1.173411637	0.000731287	0.01298728
EMX1	-1.681199405	0.000731631	0.01298728
CORO1C	2.865585986	0.000736961	0.013065043
MEF2C.1	2.861696537	0.000738297	0.013065043
CYHR1	-1.15562696	0.000738521	0.013065043
GABARAPL1	-2.531017994	0.000742578	0.013117305
SPG7	1.685281384	0.000744265	0.013117305
LOC100506497	-1.928084335	0.00074461	0.013117305
VEZF1	-1.459450085	0.000745492	0.013117305
FBXW7	-1.526073123	0.000745674	0.013117305
PSD	-3.071517676	0.000747434	0.013126853
ABLIM2	2.121695256	0.000747897	0.013126853
LINC02898	-2.126891875	0.00074964	0.013139482
HFM1	2.36233037	0.000750299	0.013139482
SGF29	-1.652731972	0.000752908	0.013170403
FADS2	-1.332175436	0.000754506	0.013183605
LINC00552	-1.994396618	0.000758221	0.013223796
VWA5B2	1.82153009	0.0007585	0.013223796
MIR4322	-2.275779902	0.000759836	0.013232329
LOC110384692	-1.983732672	0.000761536	0.01324515
MIR6730	-1.79659814	0.000762268	0.01324515
CCL3	-1.504477735	0.000764051	0.013261384
SSPOP	-1.202379487	0.000765975	0.013280019
PMS2CL	2.403938575	0.000767483	0.013291414
CCDC106	-1.32506633	0.000770436	0.013327771
GTF2IP23	1.788436127	0.000772054	0.013340998
AKAP10	-2.058290684	0.000774027	0.013360309
MANEA	1.719601323	0.000775814	0.01336287
MX1	-1.521025626	0.000775886	0.01336287
CTDSP1	-1.897360392	0.000779194	0.013405057
NDUFS1	0.822792336	0.000780653	0.013415376
CBY1	2.990708957	0.000782995	0.013438585
NUP50-DT	2.076706649	0.000783724	0.013438585
ALPK2	2.457229347	0.000785667	0.013457124
FLJ42393	-1.649031108	0.000788104	0.013479221
IDNK	1.525425616	0.000788682	0.013479221
LOC107985115	1.406888125	0.000789836	0.013484189
SNRPE	1.318516086	0.000791131	0.013491542
EDRF1-DT	2.385505163	0.000793819	0.013522617
LY6D	-3.127602611	0.000796082	0.013546405
LHX4	1.01712198	0.000799076	0.013567192
KLHL41	-0.832911526	0.000799549	0.013567192
ZNF660	1.989458863	0.000799909	0.013567192
COTL1	-4.51275835	0.000805954	0.013654895
TSTD3	1.375920425	0.00080802	0.013674347
SUSD4	-1.761371523	0.000809225	0.013674347
RMND5A	1.275017551	0.000809729	0.013674347
NPRL3	-0.916703687	0.000811248	0.013684754
FBXO30-DT	2.645152769	0.000811693	NA
NES	-1.951634814	0.000812896	0.013684754
GALNS	-2.282312612	0.000812973	0.013684754
GAK	-3.036588611	0.000814978	0.013696909
SELENOS	-4.421294098	0.000816217	0.013696909
CPT1A	-2.198505935	0.000816326	0.013696909
ZSCAN2	1.4844159	0.000820071	0.013744992
FAM193A	-1.311811894	0.000822265	0.013766991
DIS3L2	-2.174667069	0.000826478	0.013822716
SDCCAG8	2.745375283	0.000834105	0.013935358
LNP1	1.835530588	0.000836537	0.013955745
LINC02217	-3.614573876	0.000837112	0.013955745
SLC10A7	2.970374966	0.000839772	NA
ZNF57	-1.067603348	0.000842817	0.014020105
LMNB2	-2.59789059	0.000843003	0.014020105
CITED1	-1.727344543	0.000843666	0.014020105
NPIPB5	-1.956907439	0.000845301	0.014032362
KLHDC4	1.201459064	0.00084969	0.014090238
LINC02488	0.886480932	0.000852884	0.014128202
SLC26A1	-1.0186792	0.000855684	0.014159577
CBLIF	2.556577298	0.000859949	0.01421509
ZAP70	-1.207975699	0.000861945	0.014224781
MRPS33	-1.467403121	0.000862356	0.014224781
CRMP1	2.202138167	0.000871503	0.0143605
MRAS	-3.132376815	0.000873257	0.014374235
BRINP2	-1.417420012	0.000876331	0.014389222
PGA5	-0.901289219	0.0008778	0.014389222
MOCS3	-2.455482904	0.000878482	0.014389222
RNF165	-1.868164366	0.000879423	0.014389222
MRPL22	2.335822041	0.000879759	0.014389222
LINC01530	-2.361015462	0.000882158	0.014389222
MIRLET7I	2.052066117	0.000883781	0.014389222
CENPM	-2.041086876	0.000884382	0.014389222
ITFG2-AS1	-1.593377861	0.000884742	0.014389222
SPON1	-1.115505042	0.000884757	0.014389222
SPAAR	-2.612828191	0.000885154	0.014389222
CTNNA1	1.297119767	0.000885221	0.014389222
EML4-AS1	-1.200901988	0.000887895	0.014417672
FADS2.1	-2.299576066	0.000889415	0.014427358
DACT3-AS1	-2.311364148	0.000892861	0.014468244
NDUFA5	-3.63622891	0.000895008	0.014475293
TACR2	-2.371466784	0.00089515	0.014475293
COMMD4P1	-1.952301104	0.000897404	0.014496747
TMEM65	-2.640610378	0.000898765	0.014503723
MIR6847	-0.658566615	0.000901626	0.014534878
MKNK2	-1.69594298	0.000909534	0.014647245
GPR61	-1.316613023	0.000911627	0.014665839
SDS	-1.336776454	0.000916226	0.014724663
PDE4D.1	1.765973395	0.000918252	0.014737222
CLIP3	-1.001023158	0.000918895	0.014737222
MED1	-1.179869366	0.000920634	0.014746464
GPATCH4	-1.43389058	0.000922926	0.014746464
MROH6	-2.565584571	0.000923048	0.014746464
LRRC4B	-1.312662676	0.000923247	0.014746464
ARL15	-1.859003523	0.000925973	0.01476713
ARL10	1.765828222	0.000926432	0.01476713
ZC3H18	-1.040674911	0.00092953	0.014801419
PDIK1L	-4.41246411	0.000930897	NA
LINC01534	3.186010816	0.000933625	NA
TBX3	-3.132688344	0.000934227	0.014844871
LINC00244	-1.829876022	0.00093446	0.014844871
EPC2	1.960191161	0.00093511	0.014844871
SFT2D2	2.199529332	0.000941565	0.01491107
MICAL2	2.250502764	0.000942019	0.01491107
FIS1	1.043304806	0.000942676	0.01491107
FARP2	-1.27038893	0.000943497	0.01491107
SHC2	1.512597855	0.000944053	0.01491107
MTFP1	-1.674235358	0.000947948	0.014957468
ARPP21.1	3.077289204	0.000951294	0.014995117
HDGFL2	-1.10151274	0.000957926	0.015084438
CFAP46	-1.060994409	0.000961097	0.015119137
GLIS1	-4.20699596	0.000962734	NA
DNAJC6	2.048038138	0.000966203	0.015161161
PCDH15	-2.584912905	0.00096703	0.015161161
LOC100507283	-1.413700116	0.000967666	0.015161161
SMARCA4	-2.939611633	0.000968174	0.015161161
LINC00857	-1.23079205	0.000968622	0.015161161
PTP4A1	-2.770794876	0.000974404	0.015226695
LINC01266	1.351654924	0.000974758	0.015226695
HIKESHI	1.096237537	0.000976368	0.015228073
PSMC3IP	-0.711370346	0.000977787	0.015228073
CBX1	-1.93162506	0.000979108	0.015228073
